cleaned_data,full_household_identifier,time_of_interview,final_survey_outcome_code,final_survey_outcome,type_of_housing_unit_code,type_of_housing_unit,household_type_code,household_type,has_telephone_code,has_telephone,has_telephone_reachable_code,has_telephone_reachable,is_telephone_acceptable_code,is_telephone_acceptable,type_of_interview_code,type_of_interview,family_income_range_code,family_income_range,geo_div_code,geo_div,race_code,race
0001104471709751220170120100-10101-10114-1-1-10030084516010204010101000811101002-1-1-1-10360010138200001105000000-1-10401010-1-101-1-1-1-102-109-102-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1003926988100000000000000000000003926988100000000000000-1-1-1-100000100-1000043000000-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-13531502-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-101-101-101-150000100-1-1-1-1-1-1-1-1-1-1-1-1-1-143-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011044717097508111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",04,UNMARRIED CIV. FEMALE-PRIM FAM HHLDER,01,YES,-1,Unknown,01,YES,01,PERSONAL,14,"75,000 TO 99,999",6,EAST SOUTH CENTRAL,02,Black Only
0001104674805721220170120100-10101-10115-1-1-1001948271701020105020003060110200101-1-1-10360010266200001103000000-1-101-160001020102-1024501-109-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-149-1049-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-12101010104-1-1-10-1-1-10102-1-1-1-1-1-1-10604000000-1-100000002-1-1010204-1-106-142-110-10110-102-10101010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100194827170000000000000000000000165073870015599387000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11129001-1-1-1-1-1-1010101-1-1-100162993327980301000-100-116-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-101010100000000000000000000000000000000000000000000000000A,00011046748057206011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001104674805721220170120100-10101-10115-1-1-1001948271701020105020003060110200101-1-1-10360010266200001103000000-1-103-157001010202-1024401-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10304000000-1-100000002-1-1010203-10209-140-108-10110-102-101-1010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100194827170000000000000000000000194827170019371019000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11129002-1-1-1-1-1-1010101-1-1-100193689317860232000-100-115-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-101010100000000000000000000000000000000000000000000000000A,00011046748057206011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001104785875271220170120100-10101-10109-1-1-10016302253010107060200020601101002-1-1-1-10360010138200001105000000-1-102-177002-10202-1024301-109-101-1000002020302057057157010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100163022530023217539000000000000163022530016476937000000-1-1-100000100-100500000010001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-12634901-1-1-1-1-1-1010101-1-1-1001647648400-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011047858752706011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",07,CIVILIAN FEMALE PRIMARY INDIVIDUAL,01,YES,-1,Unknown,01,YES,02,TELEPHONE,09,"30,000 TO 34,999",6,EAST SOUTH CENTRAL,01,White Only
000110509947170122017-121600-101-1-100-101-1-1-10000000002000007-1000206011-10-1-1-1-1-10360010266200001103000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-16735501-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011050994717006011,2017/12,216,NO ONE HOME,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0001105845102261220170122600-10101-100-1-101-1-10000000003010004-1000207111-10-1-1-1-1-10360010266200001103000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100000100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-15908601-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-103-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011058451022607111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,01,YES,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
000110584510226122017-121600-101-1-100-101-1-1-10000000002000006-1070206111-10-1-1-1-1-10360010266200001103000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-16896201-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011058451022606111,2017/12,216,NO ONE HOME,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0001106512781741220170100100-10101-10106-1-1-1002058063001010607-100020601101002-1-1-1-10360010336600971103380000-1-102-148006-10102-1023901-109-101-1000002020702057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-150-1-1050-1-1-1-102-102-145-1045-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11901010106-1-1-10-1-1-10102-1-1-1-10102010404000000-1-1000000040303010204-10106-123-122-10106-110-10601010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200205806300029240219000000000000205806300020316890000001-1-1-100000100-100500000010001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000101181910101-1-1-1-1-1000101-1-1-100204266066170913000-100-108-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011065127817406011,2017/12,001,FULLY COMPLETE CATI INTERVIEW,01,"HOUSE, APARTMENT, FLAT",06,CIVILIAN MALE PRIMARY INDIVIDUAL,01,YES,-1,Unknown,01,YES,-1,Unknown,06,"15,000 TO 19,999",6,EAST SOUTH CENTRAL,01,White Only
0001106579857411220170120100-10101-10107-1-1-10014394041010201070200020611102002-1-1-1-10360010336600971103380000-1-101-170001020101-1023901-109-101-1010101020102057057057010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100143940410031009204000000000000218257250021562240000000-1-1-100000100-100500000000000000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-103545010206-1-1-1-1000001-1-1-1002208994400-100-100-100-1-1-104-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011065798574106111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,07,"20,000 TO 24,999",6,EAST SOUTH CENTRAL,01,White Only
0001106579857411220170120100-10101-10107-1-1-10014394041010201070200020611102002-1-1-1-10360010336600971103380000-1-103-163001010202-1024001-109-102-1010201020102057057057010000020503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100143940410020499878000000000000143940410014569169000000-1-1-100000100-100500000000001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10354502-1-102-1-1-1010100-1-1-1001457103700-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011065798574106111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,07,"20,000 TO 24,999",6,EAST SOUTH CENTRAL,01,White Only
0001106579857411220170120100-10101-10111-1-1-10015631204010203040200020711101002-1-1-1-10360010336600971103380000-1-101-164006-10102-1023902-109-101-1010101020702057057057010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-103-1-1-101-1-1-1-100156312040022208252006307276700156312040014963198000000-1-1-100000100-100500000010001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1000101-1-1-1353450101-1-1-1-1-1000101-1-1-1001569711900-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011065798574107111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",03,UNMARRIED CIVILIAN MALE-PRIM. FAM HHLDER,01,YES,-1,Unknown,01,YES,02,TELEPHONE,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,02,Black Only
0001106579857411220170120100-10101-10111-1-1-10015631204010203040200020711101002-1-1-1-10360010336600971103380000-1-107-161006-10102-1023902-109-102-1010401020702057057057010000020604-1-102-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-103-1-1-101-1-1-1-100156312040022208252006307276700156312040014963198000000-1-1-100000100-100500000010001000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1000101-1-1-1353450201-1-1-1-1-1000101-1-1-1001569711900-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011065798574107111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",03,UNMARRIED CIVILIAN MALE-PRIM. FAM HHLDER,01,YES,-1,Unknown,01,YES,02,TELEPHONE,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,02,Black Only
0001107166355601220170120100-10101-10113-1-1-10020161972010303040200020711101002-1-1-1-10360010138200001105000000-1-101-152003-10102-1024001-109-101-1010101020402057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-10102010402000000-1-1000000040303010204-10106-122-117-10105-105-103010101010102020200-100-100-100-10-1001750000-1-1000000-1000000-10-1-10202-1-1-1-1-102-1-1020020161972002864540400792562070020161972001974793303010101-1-100000100-100500000010001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-14113010101-1-1011142010000-1-1-10001014835801-1-102-1-1-1010100-1-1-100198257294890500000-100-107-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011071663556007111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",03,UNMARRIED CIVILIAN MALE-PRIM. FAM HHLDER,01,YES,-1,Unknown,01,YES,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,01,White Only
0001107166355601220170120100-10101-10113-1-1-10020161972010303040200020711101002-1-1-1-10360010138200001105000000-1-10401120-1-102-1-1-1-101-109-103-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1002916352000000000000000000000002916352000000000000000-1-1-1-100000100-1000000000000-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14835803-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-10101-101-1-100500001-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011071663556007111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",03,UNMARRIED CIVILIAN MALE-PRIM. FAM HHLDER,01,YES,-1,Unknown,01,YES,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,01,White Only
0001107166355601220170120100-10101-10113-1-1-10020161972010303040200020711101002-1-1-1-10360010138200001105000000-1-1040120006-10202-1024001-109-102-1010301020702057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-125-1-102502-102-102-102-125-1025-1-10000205040302030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11501010202-111180-1-1-10107-1-1-1-10102010402000000-1-1000000040303010204-10106-122-116-10105-104-103010101010201-10100-100-107500750025000187500-1-1000000-1000000-10-1-10202-1-1-1-1-102-1-102002077211700295834830080311021002077211700206552700000010101-100000100-100000000010001000000-1-1-1010000-101010001000101000001000001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-14113411101-1-1010142010000-1-1-10001014835802-1-102-1-1-1010100-1-1-100206581354870472000-100-107-1-1-1-1-10001-101-1-100500001010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011071663556007111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",03,UNMARRIED CIVILIAN MALE-PRIM. FAM HHLDER,01,YES,-1,Unknown,01,YES,02,TELEPHONE,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,01,White Only
0001107579857511220170100100-10101-10106-1-1-1001258634701020107-100020601101002-1-1-1-10360010336600971103380000-1-101-180101020202-1024002-109-101-1010101020102057057057010000010502-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100125863470017925375000000000000125863470012624635000000-1-1-100000100-100500000000001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10427301-1-103-1-1-1010100-1-1-1001262583900-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011075798575106011,2017/12,001,FULLY COMPLETE CATI INTERVIEW,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,-1,Unknown,06,"15,000 TO 19,999",6,EAST SOUTH CENTRAL,02,Black Only
